County,Category,Proportion,Names
Homa Bay,Other,0,"Homa Bay, 0%"
Homa Bay,Don't know,0,"Homa Bay, 0%"
Homa Bay,No treatment,33.6,"Homa Bay, 33.6%"
Migori,Use appropriate treatment method,55.7,"Migori, 55.7%"
Migori,Boil,20.2,"Migori, 20.2%"
Migori,Bleach/chlorine,41.5,"Migori, 41.5%"
Migori,Strain through cloth,15.1,"Migori, 15.1%"
Migori,Ceramic/sand/other filter,0.5,"Migori, 0.5%"
Migori,Solar disinfection,0,"Migori, 0%"
Migori,Stand & settle,3.3,"Migori, 3.3%"
Migori,Cover container,0.9,"Migori, 0.9%"
Migori,Other,0,"Migori, 0%"
Migori,Don't know,0,"Migori, 0%"
Migori,No treatment,31.1,"Migori, 31.1%"
Kisii,Use appropriate treatment method,23.3,"Kisii, 23.3%"
Kisii,Boil,19.5,"Kisii, 19.5%"
Kisii,Bleach/chlorine,3.5,"Kisii, 3.5%"
Kisii,Strain through cloth,1.6,"Kisii, 1.6%"
Kisii,Ceramic/sand/other filter,1.1,"Kisii, 1.1%"
Kisii,Solar disinfection,0,"Kisii, 0%"
Kisii,Stand & settle,11,"Kisii, 11%"
Kisii,Cover container,12.4,"Kisii, 12.4%"
Kisii,Other,0,"Kisii, 0%"
Kisii,Don't know,0.2,"Kisii, 0.2%"
Kisii,No treatment,64.9,"Kisii, 64.9%"
Nyamira,Use appropriate treatment method,38.6,"Nyamira, 38.6%"
Nyamira,Boil,35.5,"Nyamira, 35.5%"
Nyamira,Bleach/chlorine,4,"Nyamira, 4%"
Nyamira,Strain through cloth,0.4,"Nyamira, 0.4%"
Nyamira,Ceramic/sand/other filter,1.5,"Nyamira, 1.5%"
Nyamira,Solar disinfection,0,"Nyamira, 0%"
Nyamira,Stand & settle,1,"Nyamira, 1%"
Nyamira,Cover container,3.7,"Nyamira, 3.7%"
Nyamira,Other,0.3,"Nyamira, 0.3%"
Nyamira,Don't know,0,"Nyamira, 0%"
Nyamira,No treatment,59.1,"Nyamira, 59.1%"
Nairobi,Use appropriate treatment method,36.2,"Nairobi, 36.2%"
Nairobi,Boil,25.6,"Nairobi, 25.6%"
Nairobi,Bleach/chlorine,13.8,"Nairobi, 13.8%"
Nairobi,Strain through cloth,0.5,"Nairobi, 0.5%"
Nairobi,Ceramic/sand/other filter,1.3,"Nairobi, 1.3%"
Nairobi,Solar disinfection,0,"Nairobi, 0%"
Nairobi,Stand & settle,0.3,"Nairobi, 0.3%"
Nairobi,Cover container,0,"Nairobi, 0%"
Nairobi,Other,0,"Nairobi, 0%"
Nairobi,Don't know,0,"Nairobi, 0%"
Nairobi,No treatment,63.5,"Nairobi, 63.5%"
