County,Category,Proportion
Mombasa,women aged 20-49,a
Mombasa,women aged 25-49,22.1
Mombasa,men aged 25-54,a
Mombasa,men aged 35-54,25.5
Kwale,women aged 20-49,19.7
Kwale,women aged 25-49,19.2
Kwale,men aged 25-54,24.4
Kwale,men aged 35-54,24.2
Kilifi,women aged 20-49,a
Kilifi,women aged 25-49,19.5
Kilifi,men aged 25-54,a
Kilifi,men aged 35-54,25.7
Tana River,women aged 20-49,18.7
Tana River,women aged 25-49,18.8
Tana River,men aged 25-54,23.9
Tana River,men aged 35-54,24.5
Lamu,women aged 20-49,a
Lamu,women aged 25-49,20.3
Lamu,men aged 25-54,a
Lamu,men aged 35-54,25.5
Taita/Taveta,women aged 20-49,a
Taita/Taveta,women aged 25-49,21.6
Taita/Taveta,men aged 25-54,a
Taita/Taveta,men aged 35-54,28.0
Garissa,women aged 20-49,19.1
Garissa,women aged 25-49,18.7
Garissa,men aged 25-54,a
Garissa,men aged 35-54,25.1
Wajir,women aged 20-49,19.5
Wajir,women aged 25-49,19.2
Wajir,men aged 25-54,a
Wajir,men aged 35-54,26.0
Mandera,women aged 20-49,19.0
Mandera,women aged 25-49,18.8
Mandera,men aged 25-54,a
Mandera,men aged 35-54,25.7
Marsabit,women aged 20-49,19.5
Marsabit,women aged 25-49,19.7
Marsabit,men aged 25-54,a
Marsabit,men aged 35-54,27.5
Isiolo,women aged 20-49,a
Isiolo,women aged 25-49,20.0
Isiolo,men aged 25-54,a
Isiolo,men aged 35-54,24.9
Meru,women aged 20-49,a
Meru,women aged 25-49,20.0
Meru,men aged 25-54,a
Meru,men aged 35-54,25.5
Tharaka-Nithi,women aged 20-49,a
Tharaka-Nithi,women aged 25-49,21.3
Tharaka-Nithi,men aged 25-54,24.5
Tharaka-Nithi,men aged 35-54,24.2
Embu,women aged 20-49,a
Embu,women aged 25-49,21.9
Embu,men aged 25-54,a
Embu,men aged 35-54,26.7
Kitui,women aged 20-49,a
Kitui,women aged 25-49,20.6
Kitui,men aged 25-54,a
Kitui,men aged 35-54,26.4
Machakos,women aged 20-49,a
Machakos,women aged 25-49,22.2
Machakos,men aged 25-54,a
Machakos,men aged 35-54,25.4
Makueni,women aged 20-49,a
Makueni,women aged 25-49,21.9
Makueni,men aged 25-54,a
Makueni,men aged 35-54,25.7
Nyandarua,women aged 20-49,a
Nyandarua,women aged 25-49,20.5
Nyandarua,men aged 25-54,a
Nyandarua,men aged 35-54,25.7
Nyeri,women aged 20-49,a
Nyeri,women aged 25-49,22.9
Nyeri,men aged 25-54,a
Nyeri,men aged 35-54,27.3
Kirinyaga,women aged 20-49,a
Kirinyaga,women aged 25-49,21.6
Kirinyaga,men aged 25-54,a
Kirinyaga,men aged 35-54,27.3
Murang’a,women aged 20-49,a
Murang’a,women aged 25-49,21.9
Murang’a,men aged 25-54,a
Murang’a,men aged 35-54,25.1
Kiambu,women aged 20-49,a
Kiambu,women aged 25-49,22.4
Kiambu,men aged 25-54,a
Kiambu,men aged 35-54,26.6
Turkana,women aged 20-49,a
Turkana,women aged 25-49,20.4
Turkana,men aged 25-54,25.0
Turkana,men aged 35-54,25.4
West Pokot,women aged 20-49,19.7
West Pokot,women aged 25-49,19.6
West Pokot,men aged 25-54,24.1
West Pokot,men aged 35-54,23.9
Samburu,women aged 20-49,18.2
Samburu,women aged 25-49,17.7
Samburu,men aged 25-54,a
Samburu,men aged 35-54,28.0
Trans Nzoia,women aged 20-49,a
Trans Nzoia,women aged 25-49,20.3
Trans Nzoia,men aged 25-54,a
Trans Nzoia,men aged 35-54,26.4
Uasin Gishu,women aged 20-49,a
Uasin Gishu,women aged 25-49,22.0
Uasin Gishu,men aged 25-54,a
Uasin Gishu,men aged 35-54,26.7
Elgeyo/Marakwet,women aged 20-49,a
Elgeyo/Marakwet,women aged 25-49,21.5
Elgeyo/Marakwet,men aged 25-54,a
Elgeyo/Marakwet,men aged 35-54,25.3
Nandi,women aged 20-49,a
Nandi,women aged 25-49,21.8
Nandi,men aged 25-54,a
Nandi,men aged 35-54,25.6
Baringo,women aged 20-49,a
Baringo,women aged 25-49,21.6
Baringo,men aged 25-54,a
Baringo,men aged 35-54,26.2
Laikipia,women aged 20-49,a
Laikipia,women aged 25-49,21.4
Laikipia,men aged 25-54,a
Laikipia,men aged 35-54,25.8
Nakuru,women aged 20-49,a
Nakuru,women aged 25-49,21.3
Nakuru,men aged 25-54,a
Nakuru,men aged 35-54,25.5
Narok,women aged 20-49,19.1
Narok,women aged 25-49,18.5
Narok,men aged 25-54,a
Narok,men aged 35-54,25.7
Kajiado,women aged 20-49,a
Kajiado,women aged 25-49,22.0
Kajiado,men aged 25-54,a
Kajiado,men aged 35-54,26.9
Kericho,women aged 20-49,a
Kericho,women aged 25-49,21.1
Kericho,men aged 25-54,a
Kericho,men aged 35-54,26.1
Bomet,women aged 20-49,19.7
Bomet,women aged 25-49,19.2
Bomet,men aged 25-54,a
Bomet,men aged 35-54,25.6
Kakamega,women aged 20-49,a
Kakamega,women aged 25-49,20.8
Kakamega,men aged 25-54,a
