County,Gender,variable,value
Mombasa,Female,Alone,1.8
Kwale,Female,Alone,2.3
Kilifi,Female,Alone,1.9
Tana River,Female,Alone,1.3
Lamu,Female,Alone,4.2
Taita Taveta,Female,Alone,2
Garissa,Female,Alone,0.1
Wajir,Female,Alone,0.9
Mandera,Female,Alone,0.4
Marsabit,Female,Alone,0.7
Isiolo,Female,Alone,1
Meru,Female,Alone,6.5
Tharaka Nithi,Female,Alone,5.8
Embu,Female,Alone,1.8
Kitui,Female,Alone,3.4
Machakos,Female,Alone,3.3
Makueni,Female,Alone,2.7
Nyandarua,Female,Alone,7.1
Nyeri,Female,Alone,4.7
Kirinyaga,Female,Alone,4.7
Muranga,Female,Alone,3.4
Kiambu,Female,Alone,2.6
Turkana,Female,Alone,5.2
West Pokot,Female,Alone,2.8
Samburu,Female,Alone,2.1
Trans Nzoia,Female,Alone,2.5
Uasin Gishu,Female,Alone,3.6
Elgeyo Marakwet,Female,Alone,1.9
Nandi,Female,Alone,6.6
Baringo,Female,Alone,6.7
Laikipia,Female,Alone,3.6
Nakuru,Female,Alone,2.5
Narok,Female,Alone,3.8
Kajiado,Female,Alone,2.3
Kericho,Female,Alone,2.5
Bomet,Female,Alone,4.4
Kakamega,Female,Alone,2.6
Vihiga,Female,Alone,3.6
Bungoma,Female,Alone,3.8
Busia,Female,Alone,2.9
Siaya,Female,Alone,2.8
Kisumu,Female,Alone,2.8
Homa Bay,Female,Alone,5.6
Migori,Female,Alone,6.1
Kisii,Female,Alone,1.9
Nyamira,Female,Alone,3.9
Nairobi,Female,Alone,1.6
Mombasa,Male,Alone,8.4
Kwale,Male,Alone,9.5
Kilifi,Male,Alone,8.9
Tana River,Male,Alone,16.7
Lamu,Male,Alone,17.2
Taita Taveta,Male,Alone,17.5
Garissa,Male,Alone,5.9
Wajir,Male,Alone,2.3
Mandera,Male,Alone,4.2
Marsabit,Male,Alone,4.9
Isiolo,Male,Alone,15.3
Meru,Male,Alone,41.6
Tharaka Nithi,Male,Alone,57.8
Embu,Male,Alone,18.5
Kitui,Male,Alone,44.9
Machakos,Male,Alone,35.9
Makueni,Male,Alone,7
Nyandarua,Male,Alone,24.8
Nyeri,Male,Alone,35.6
Kirinyaga,Male,Alone,15.6
Muranga,Male,Alone,41
Kiambu,Male,Alone,29
Turkana,Male,Alone,9
West Pokot,Male,Alone,19.8
Samburu,Male,Alone,6
Trans Nzoia,Male,Alone,14.8
Uasin Gishu,Male,Alone,34
Elgeyo Marakwet,Male,Alone,45.4
Nandi,Male,Alone,32.6
Baringo,Male,Alone,34.1
Laikipia,Male,Alone,12.7
Nakuru,Male,Alone,13.7
Narok,Male,Alone,30.6
Kajiado,Male,Alone,16.2
Kericho,Male,Alone,52.3
Bomet,Male,Alone,57.9
Kakamega,Male,Alone,28.5
Vihiga,Male,Alone,34.1
Bungoma,Male,Alone,29.7
Busia,Male,Alone,34.9
Siaya,Male,Alone,31.8
Kisumu,Male,Alone,11.5
Homa Bay,Male,Alone,19.7
Migori,Male,Alone,19.5
Kisii,Male,Alone,33.3
Nyamira,Male,Alone,34.7
Nairobi,Male,Alone,9
